Gammal kod	Gammalt namn	Ny kod	Nytt namn	Hel/Del	Datum ikraftträdande	Ändringstyp	Ändring
128312	Mörarp	128312	Mörarp-Hässlunda	Hel	2002-01-01	16	Utvidgas och namnändras
128312	Mörarp-Hässlunda	128309	Kropp	Hel	2010-01-01	10	Upphör; till befintlig
128313	Bårslöv	128316	Kvistofta, del	Hel	2010-01-01	10	Upphör; till befintlig
128314	Ottarp	128314	Landskrona, del	Del	2006-01-01	16	Utvidgas och namnändras
128315	Fjärestad	128316	Kvistofta, del	Hel	2010-01-01	10	Upphör; till befintlig
128316	Kvistofta	128316	Kvistofta, del	Hel	2010-01-01	15	Utvidgas
128400	Höganäs	128401	Höganäs	Hel	1967-01-01	23	Kodändrad; annat än 20-22
128405	Jonstorp	128405	Farhult-Jonstorp	Hel	2002-01-01	16	Utvidgas och namnändras
128406	Farhult	128405	Farhult-Jonstorp	Hel	2002-01-01	10	Upphör; till befintlig
128500	Eslöv	128501	Eslöv	Hel	1967-01-01	23	Kodändrad; annat än 20-22
128501	Eslöv	128501	Eslöv	Hel	1971-01-01	15	Utvidgas
128501	Eslöv	128501	Eslöv	Hel	2006-01-01	15	Utvidgas
128501	Eslöv	128501	Eslöv	Hel	2008-01-01	15	Utvidgas
128502	Stehag	128502	Östra Onsjö	Hel	2002-01-01	16	Utvidgas och namnändras
128503	Bosarp	128502	Östra Onsjö	Hel	2002-01-01	10	Upphör; till befintlig
128504	Trollenäs	128502	Östra Onsjö	Hel	2002-01-01	10	Upphör; till befintlig
128505	Västra Strö	128502	Östra Onsjö	Hel	2002-01-01	10	Upphör; till befintlig
128506	Remmarlöv	128501	Eslöv	Hel	1971-01-01	10	Upphör; till befintlig
128507	Örtofta	128501	Eslöv	Hel	2006-01-01	10	Upphör; till befintlig
128508	Billinge	128502	Östra Onsjö	Hel	2002-01-01	10	Upphör; till befintlig
128509	Hurva	128509	Ringsjö, del	Hel	2002-01-01	40	Namnändrad (ej kodändrad)
128511	Reslöv	128511	Reslöv-Östra Karaby	Hel	2002-01-01	16	Utvidgas och namnändras
128511	Reslöv-Östra Karaby	128511	Marieholm	Hel	2014-01-01	40	Namnändrad (ej kodändrad)
128512	Östra Karaby	128511	Reslöv-Östra Karaby	Hel	2002-01-01	10	Upphör; till befintlig
128513	Högseröd	128513	Löberöd	Hel	2006-01-01	16	Utvidgas och namnändras
128514	Harlösa	128513	Löberöd	Hel	2006-01-01	10	Upphör; till befintlig
128515	Hammarlunda	128513	Löberöd	Hel	2006-01-01	10	Upphör; till befintlig
128516	Holmby	128516	Gårdstånga-Holmby	Hel	1998-01-01	16	Utvidgas och namnändras
128516	Gårdstånga-Holmby	128501	Eslöv	Hel	2008-01-01	10	Upphör; till befintlig
128517	Gårdstånga	128516	Gårdstånga-Holmby	Hel	1998-01-01	10	Upphör; till befintlig
128518	Skeglinge	128519	Borlunda-Skeglinge	Hel	1992-01-01	10	Upphör; till befintlig
128519	Borlunda	128519	Borlunda-Skeglinge	Hel	1992-01-01	16	Utvidgas och namnändras
128519	Borlunda-Skeglinge	128501	Eslöv	Hel	2006-01-01	10	Upphör; till befintlig
128520	Skarhult	128521	Östra Strö-Skarhult	Hel	2002-01-01	10	Upphör; till befintlig
128521	Östra Strö	128521	Östra Strö-Skarhult	Hel	2002-01-01	16	Utvidgas och namnändras
128521	Östra Strö-Skarhult	128501	Eslöv	Hel	2006-01-01	10	Upphör; till befintlig
128600	Ystad	128601	Ystad	Hel	1967-01-01	23	Kodändrad; annat än 20-22
128602	Skårby	128605	Ljunits	Hel	2002-01-01	10	Upphör; till befintlig
128603	Sjörup	128605	Ljunits	Hel	2002-01-01	10	Upphör; till befintlig
128604	Snårestad	128605	Ljunits	Hel	2002-01-01	10	Upphör; till befintlig
128605	Balkåkra	128605	Ljunits	Hel	2002-01-01	16	Utvidgas och namnändras
128606	Bjäresjö	128605	Ljunits	Hel	2002-01-01	10	Upphör; till befintlig
128607	Hedeskoga	128614	Sövestadsbygden	Hel	2002-01-01	10	Upphör; till befintlig
128608	Bromma	128614	Sövestadsbygden	Hel	2002-01-01	10	Upphör; till befintlig
128609	Öja	128611	Stora Köpinge	Hel	2002-01-01	10	Upphör; till befintlig
128610	Stora Herrestad	128611	Stora Köpinge	Hel	2002-01-01	10	Upphör; till befintlig
128611	Stora Köpinge	128611	Stora Köpinge	Hel	2002-01-01	15	Utvidgas
128612	Högestad	128614	Sövestadsbygden	Hel	2002-01-01	10	Upphör; till befintlig
128613	Borrie	128611	Stora Köpinge	Hel	2002-01-01	10	Upphör; till befintlig
128614	Sövestad	128614	Sövestadsbygden	Hel	2002-01-01	16	Utvidgas och namnändras
128615	Baldringe	128614	Sövestadsbygden	Hel	2002-01-01	10	Upphör; till befintlig
128616	Hörup	128617	Löderup	Hel	2002-01-01	10	Upphör; till befintlig
128617	Löderup	128617	Löderup	Hel	2002-01-01	15	Utvidgas
128618	Valleberga	128617	Löderup	Hel	2002-01-01	10	Upphör; till befintlig
128619	Ingelstorp	128617	Löderup	Hel	2002-01-01	10	Upphör; till befintlig
128620	Glemminge	128617	Löderup	Hel	2002-01-01	10	Upphör; till befintlig
128700	Trelleborg	128701	Trelleborg	Hel	1967-01-01	23	Kodändrad; annat än 20-22
128702	Maglarp	128706	Hammarlöv	Hel	2002-01-01	10	Upphör; till befintlig
128703	Västra Tommarp	128706	Hammarlöv	Hel	2002-01-01	10	Upphör; till befintlig
128704	Västra Vemmerlöv	128706	Hammarlöv	Hel	2002-01-01	10	Upphör; till befintlig
128705	Hammarlöv	128706	Hammarlöv	Hel	2002-01-01	10	Upphör; till befintlig
128706	Skegrie	128706	Hammarlöv	Hel	2002-01-01	16	Utvidgas och namnändras
128707	Bodarp	128706	Hammarlöv	Hel	2002-01-01	10	Upphör; till befintlig
128708	Fuglie	128706	Hammarlöv	Hel	2002-01-01	10	Upphör; till befintlig
128709	Fru Alstad	128710	Alstad	Hel	1980-01-01	10	Upphör; till befintlig
128710	Västra Alstad	128710	Alstad	Hel	1980-01-01	16	Utvidgas och namnändras
128710	Alstad	128731	Anderslöv	Hel	2010-01-01	10	Upphör; till befintlig
128711	Lilla Slågarp	128710	Alstad	Hel	1980-01-01	10	Upphör; till befintlig
128712	Stora Slågarp	128710	Alstad	Hel	1980-01-01	10	Upphör; till befintlig
128713	Gylle	128715	Dalköpinge	Hel	2002-01-01	10	Upphör; till befintlig
128714	Kyrkoköpinge	128715	Dalköpinge	Hel	2002-01-01	10	Upphör; till befintlig
128715	Dalköpinge	128715	Dalköpinge	Hel	2002-01-01	15	Utvidgas
128716	Gislöv	128715	Dalköpinge	Hel	2002-01-01	10	Upphör; till befintlig
128717	Simlinge	128715	Dalköpinge	Hel	2002-01-01	10	Upphör; till befintlig
128718	Bösarp	128715	Dalköpinge	Hel	2002-01-01	10	Upphör; till befintlig
128719	Södra Åby	128721	Källstorp	Hel	2002-01-01	10	Upphör; till befintlig
128720	Lilla Isie	128721	Källstorp	Hel	2002-01-01	10	Upphör; till befintlig
128721	Östra Torp	128721	Källstorp	Hel	2002-01-01	16	Utvidgas och namnändras
128722	Hemmesdynge	128721	Källstorp	Hel	2002-01-01	10	Upphör; till befintlig
128723	Östra Klagstorp	128721	Källstorp	Hel	2002-01-01	10	Upphör; till befintlig
128724	Äspö	128721	Källstorp	Hel	2002-01-01	10	Upphör; till befintlig
128725	Lilla Beddinge	128721	Källstorp	Hel	2002-01-01	10	Upphör; till befintlig
128726	Tullstorp	128721	Källstorp	Hel	2002-01-01	10	Upphör; till befintlig
128727	Källstorp	128721	Källstorp	Hel	2002-01-01	10	Upphör; till befintlig
128728	Önnarp	128731	Anderslöv	Hel	2002-01-01	10	Upphör; till befintlig
128729	Gärdslöv	128731	Anderslöv	Hel	2002-01-01	10	Upphör; till befintlig
128730	Grönby	128731	Anderslöv	Hel	2002-01-01	10	Upphör; till befintlig
128731	Anderslöv	128731	Anderslöv	Hel	2002-01-01	15	Utvidgas
128731	Anderslöv	128731	Anderslöv	Hel	2010-01-01	15	Utvidgas
128801	Skanör	123305	Skanör	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
128802	Falsterbo	123306	Falsterbo	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
129004	Djurröd	129005	Träne-Djurröd	Hel	2002-01-01	10	Upphör; till befintlig
129005	Träne	129005	Träne-Djurröd	Hel	2002-01-01	16	Utvidgas och namnändras
129006	Skepparslöv	129007	Vä-Skepparslöv	Hel	2002-01-01	10	Upphör; till befintlig
129007	Vä	129007	Vä-Skepparslöv	Hel	2002-01-01	16	Utvidgas och namnändras
129009	Nosaby	129009	Nosaby	Hel	2006-01-01	15	Utvidgas
129010	Fjälkestad	129009	Nosaby	Hel	2006-01-01	10	Upphör; till befintlig
129011	Österslöv	129009	Nosaby	Hel	2006-01-01	10	Upphör; till befintlig
129012	Norra Strö	129014	Araslöv	Hel	2003-01-01	10	Upphör; till befintlig
129013	Önnestad	129014	Araslöv	Hel	2003-01-01	10	Upphör; till befintlig
129014	Färlöv	129014	Araslöv	Hel	2003-01-01	16	Utvidgas och namnändras
129016	Östra Sönnarslöv	129036	Everödsbygden	Hel	2000-01-01	11	Upphör; till nybildad
129017	Everöd	129036	Everödsbygden	Hel	2000-01-01	11	Upphör; till nybildad
129018	Lyngsjö	129036	Everödsbygden	Hel	2000-01-01	11	Upphör; till nybildad
129019	Rinkaby	129025	Gustav Adolf-Rinkaby	Hel	2002-01-01	10	Upphör; till befintlig
129020	Nymö	129024	Fjälkinge-Nymö	Hel	2006-01-01	10	Upphör; till befintlig
129021	Trolle-Ljungby	129023	Bäckaskog	Hel	2002-01-01	10	Upphör; till befintlig
129022	Ivö	129023	Bäckaskog	Hel	2002-01-01	10	Upphör; till befintlig
129023	Kiaby	129023	Bäckaskog	Hel	2002-01-01	16	Utvidgas och namnändras
129024	Fjälkinge	129024	Fjälkinge-Nymö	Hel	2006-01-01	16	Utvidgas och namnändras
129025	Gustav Adolf	129025	Gustav Adolf-Rinkaby	Hel	2002-01-01	16	Utvidgas och namnändras
129026	Maglehem	129029	Degeberga	Hel	2010-01-01	10	Upphör; till befintlig
129027	Hörröd	129029	Degeberga	Hel	2010-01-01	10	Upphör; till befintlig
129028	Huaröd	129029	Degeberga	Hel	2010-01-01	10	Upphör; till befintlig
129029	Degeberga	129029	Degeberga	Hel	2010-01-01	15	Utvidgas
129029	Degeberga	129029	Degeberga-Everöd	Hel	2014-01-01	16	Utvidgas och namnändras
129030	Vittskövle	129029	Degeberga	Hel	2010-01-01	10	Upphör; till befintlig
129031	Östra Vram	129032	Västra och Östra Vram	Hel	2006-01-01	10	Upphör; till befintlig
129032	Västra Vram	129032	Västra och Östra Vram	Hel	2006-01-01	16	Utvidgas och namnändras
129034	Vånga	129035	Oppmanna-Vånga	Hel	2017-01-01	10	Upphör; till befintlig
129035	Oppmanna	129035	Oppmanna-Vånga	Hel	2017-01-01	16	Utvidgas och namnändras
129036	Everödsbygden	129029	Degeberga-Everöd	Hel	2014-01-01	10	Upphör; till befintlig
129101	Simrishamn	129101	Simrishamn	Hel	2006-01-01	15	Utvidgas
129102	Simris	129101	Simrishamn	Hel	2006-01-01	10	Upphör; till befintlig
129103	Östra Nöbbelöv	129101	Simrishamn	Hel	2006-01-01	10	Upphör; till befintlig
129104	Järrestad	129101	Simrishamn	Hel	2006-01-01	10	Upphör; till befintlig
129105	Gladsax	129101	Simrishamn	Hel	2006-01-01	10	Upphör; till befintlig
129106	Östra Hoby	129107	Borrby-Östra Hoby	Hel	2000-01-01	10	Upphör; till befintlig
129107	Borrby	129107	Borrby-Östra Hoby	Hel	2000-01-01	16	Utvidgas och namnändras
129107	Borrby-Östra Hoby	129107	Gärsnäs	Hel	2017-01-01	16	Utvidgas och namnändras
129108	Bolshög	129111	Stiby	Hel	2003-01-01	10	Upphör; till befintlig
129109	Östra Tommarp	129111	Stiby	Hel	2003-01-01	10	Upphör; till befintlig
129110	Östra Vemmerlöv	129111	Stiby	Hel	2003-01-01	10	Upphör; till befintlig
129111	Stiby	129111	Stiby	Hel	2003-01-01	15	Utvidgas
129111	Stiby	129107	Gärsnäs	Hel	2017-01-01	10	Upphör; till befintlig
129112	Ravlunda	129119	Kivik	Hel	2002-01-01	10	Upphör; till befintlig
129113	Östra Herrestad	129115	Hammenhög	Hel	2002-01-01	10	Upphör; till befintlig
129114	Hannas	129115	Hammenhög	Hel	2002-01-01	10	Upphör; till befintlig
129115	Hammenhög	129115	Hammenhög	Hel	2002-01-01	15	Utvidgas
129115	Hammenhög	129107	Gärsnäs	Hel	2017-01-01	10	Upphör; till befintlig
129116	Vallby	129115	Hammenhög	Hel	2002-01-01	10	Upphör; till befintlig
129119	Södra Mellby	129119	Kivik	Hel	2002-01-01	16	Utvidgas och namnändras
129120	Vitaby	129119	Kivik	Hel	2002-01-01	10	Upphör; till befintlig
129201	Ängelholm	129201	Ängelholm	Hel	2010-01-01	15	Utvidgas
129202	Rebbelberga	129201	Ängelholm	Hel	2010-01-01	10	Upphör; till befintlig
129203	Höja	129201	Ängelholm	Hel	2010-01-01	10	Upphör; till befintlig
129204	Tåssjö	129205	Munka Ljungby	Hel	2006-01-01	10	Upphör; till befintlig
129205	Munka-Ljungby	129205	Munka Ljungby	Hel	2006-01-01	16	Utvidgas och namnändras
129206	Strövelstorp	129206	Strövelstorp	Hel	1998-01-01	15	Utvidgas
129207	Ausås	129206	Strövelstorp	Hel	1998-01-01	10	Upphör; till befintlig
129208	Starby	129206	Strövelstorp	Hel	1998-01-01	10	Upphör; till befintlig
129210	Tåstarp	129211	Hjärnarp-Tåstarp	Hel	2002-01-01	10	Upphör; till befintlig
129211	Hjärnarp	129211	Hjärnarp-Tåstarp	Hel	2002-01-01	16	Utvidgas och namnändras
129212	Össjö	129205	Munka Ljungby	Hel	2006-01-01	10	Upphör; till befintlig
129301	Hässleholm	129301	Hässleholm	Hel	2014-01-01	15	Utvidgas
129302	Ignaberga	129303	Stoby	Hel	2006-01-01	10	Upphör; till befintlig
129303	Stoby	129303	Stoby-Norra Sandby	Hel	2002-01-01	16	Utvidgas och namnändras
129303	Stoby-Norra Sandby	129303	Stoby	Hel	2006-01-01	16	Utvidgas och namnändras
129303	Stoby	129301	Hässleholm	Hel	2014-01-01	10	Upphör; till befintlig
129304	Norra Sandby	129303	Stoby-Norra Sandby	Hel	2002-01-01	10	Upphör; till befintlig
129305	Vinslöv	129305	Vinslöv	Hel	2006-01-01	15	Utvidgas
129306	Gumlösa	129305	Vinslöv	Hel	2006-01-01	10	Upphör; till befintlig
129307	Sörby	129305	Vinslöv	Hel	2006-01-01	10	Upphör; till befintlig
129308	Nävlinge	129305	Vinslöv	Hel	2006-01-01	10	Upphör; till befintlig
129309	Hästveda	129301	Hässleholm	Hel	2014-01-01	10	Upphör; till befintlig
129315	Norra Mellby	129315	Sösdala	Hel	2012-01-01	16	Utvidgas och namnändras
129316	Häglinge	129315	Sösdala	Hel	2012-01-01	10	Upphör; till befintlig
129317	Brönnestad	129315	Sösdala	Hel	2012-01-01	10	Upphör; till befintlig
129318	Matteröd	129319	Tyringe	Hel	2010-01-01	10	Upphör; till befintlig
129319	Finja	129319	Tyringe	Hel	2010-01-01	16	Utvidgas och namnändras
129320	Hörja	129319	Tyringe	Hel	2010-01-01	10	Upphör; till befintlig
130100	Hishult	130101	Hishult	Hel	1967-01-01	23	Kodändrad; annat än 20-22
130101	Hishult	138106	Hishult	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
130200	Våxtorp	130201	Våxtorp	Hel	1967-01-01	23	Kodändrad; annat än 20-22
130201	Våxtorp	138103	Våxtorp	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
130301	Hasslöv	138104	Hasslöv	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
130302	Östra Karup	116807	Östra Karup	Hel	1971-01-01	22	Kodändrad; både ny läns- och kommuntillhörighet
130303	Skummeslöv	138105	Skummeslöv	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
130401	Ränneslöv	138107	Ränneslöv	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
130402	Ysby	138108	Ysby	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
130500	Knäred	130501	Knäred	Hel	1967-01-01	23	Kodändrad; annat än 20-22
130501	Knäred	138109	Knäred	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
130600	Laholms landsförs.	130601	Laholms landsförs.	Hel	1967-01-01	23	Kodändrad; annat än 20-22
130601	Laholms landsförs.	138102	Laholms landsförs.	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
130701	Tjärby	138110	Tjärby	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
130702	Veinge	138111	Veinge	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
130801	Tönnersjö	138006	Tönnersjö	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
130802	Eldsberga	138007	Eldsberga	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
130803	Trönninge	138008	Trönninge	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
130901	Snöstorp	138003	Snöstorp	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
130902	Breared	138004	Breared	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
131001	Söndrum	138009	Söndrum	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
131002	Vapnö	138010	Vapnö	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
131101	Harplinge	138011	Harplinge	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
131102	Steninge	138012	Steninge	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
131201	Rävinge	138013	Rävinge	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
131202	Getinge	138014	Getinge	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
131301	Kvibille	138015	Kvibille	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
131302	Holm	138016	Holm	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
131303	Slättåkra, del	131303	Slättåkra	Hel	1957-01-01	40	Namnändrad (ej kodändrad)
131303	Slättåkra	138017	Slättåkra	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
131401	Övraby	138018	Övraby	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
131402	Enslöv, del	131402	Enslöv	Hel	1957-01-01	40	Namnändrad (ej kodändrad)
131402	Enslöv	138019	Enslöv	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
131501	Torup	131501	Torup	Hel	2014-01-01	15	Utvidgas
131502	Kinnared	131501	Torup	Hel	2014-01-01	10	Upphör; till befintlig
131503	Drängsered	131501	Torup	Hel	2014-01-01	10	Upphör; till befintlig
131507	Södra Unnaryd	131507	Unnaryd	Hel	2010-01-01	16	Utvidgas och namnändras
131508	Jälluntofta	131507	Unnaryd	Hel	2010-01-01	10	Upphör; till befintlig
131601	Abild	138203	Abild	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
131602	Asige	138204	Asige	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
131603	Årstad	138205	Årstad	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
131604	Slöinge	138206	Slöinge	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
131605	Eftra	138207	Eftra	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
131701	Stafsinge	138208	Stafsinge	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
131702	Morup	138209	Morup	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
131801	Ljungby	138210	Ljungby	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
131802	Vinberg	138211	Vinberg	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
131901	Alfshög	138212	Alfshög	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
131902	Vessige	138213	Vessige	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
131903	Askome	138214	Askome	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
131904	Köinge	138215	Köinge	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
131905	Svartrå	138216	Svartrå	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
131906	Okome	138217	Okome	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132001	Gällared	138218	Gällared	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132002	Krogsered	138219	Krogsered	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132003	Gunnarp	138220	Gunnarp	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132101	Fagered	138221	Fagered	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132102	Källsjö	138222	Källsjö	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132103	Ullared	138223	Ullared	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132201	Nösslinge	138303	Nösslinge	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132202	Skällinge	138304	Skällinge	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132203	Rolfstorp	138305	Rolfstorp	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132204	Gödestad	138306	Gödestad	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132205	Hunnestad	138307	Hunnestad	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132206	Grimeton	138308	Grimeton	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132301	Dagsås	138309	Dagsås	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132302	Sibbarp	138310	Sibbarp	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132303	Tvååker	138311	Tvååker	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132304	Spannarp	138312	Spannarp	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132400	Träslöv	138302	Träslöv	Hel	1967-01-01	21	Kodändrad; ny kommuntillhörighet
132501	Lindberg	138313	Lindberg	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132502	Torpa	138314	Torpa	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132503	Valinge	138315	Valinge	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132504	Stamnared	138316	Stamnared	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132601	Sällstorp	138317	Sällstorp	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132602	Ås	138318	Ås	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132603	Veddige	138319	Veddige	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132701	Värö	138320	Värö	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132702	Stråvalla	138321	Stråvalla	Hel	1971-01-01	21	Kodändrad; ny kommuntillhörighet
132801	Frillesås	138406	Frillesås	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
132802	Landa	138407	Landa	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
132803	Ölmevalla	138408	Ölmevalla	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
132804	Gällinge	138409	Gällinge	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
132805	Idala	138410	Idala	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
132901	Förlanda	138411	Förlanda	Hel	1974-01-01	21	Kodändrad; ny kommuntillhörighet
